movie,rt_critic,rt_audience,year,runtime,genre,imdb,meta,imdb_votes
A Soldier's Daughter Never Cries,77.0,72.0,1998,127 min,Drama,6.7,65,2260
Nekrotronic,39.0,69.0,2018,99 min,"Action, Comedy, Horror",5.6,25,2257
Don McKay,38.0,23.0,2009,87 min,"Drama, Mystery, Thriller",5.8,50,2254
Falling,67.0,58.0,2020,112 min,Drama,6.3,63,2253
Touch,33.0,34.0,1997,96 min,"Comedy, Drama, Romance",5.6,56,2251
Bloody Hell,91.0,80.0,2020,93 min,"Action, Horror, Mystery",6.6,52,2250
Zerophilia,25.0,61.0,2005,90 min,"Comedy, Romance",6.1,41,2250
Lowriders,57.0,61.0,2016,98 min,"Adventure, Crime, Drama",5.7,57,2247
Daltry Calhoun,7.0,39.0,2005,100 min,"Comedy, Drama, Music",5.1,30,2247
Nightmare Man,56.0,18.0,2006,89 min,"Comedy, Horror, Thriller",4.0,46,2246
Goodbye to All That,62.0,31.0,2014,87 min,"Comedy, Drama, Romance",5.2,62,2245
The Ten Commandments,18.0,54.0,2007,88 min,"Animation, Family",2.9,25,2245
A Call to Spy,72.0,81.0,2019,123 min,"Biography, Crime, Drama",6.4,65,2243
Rosenstrasse,56.0,67.0,2003,136 min,"Drama, War",6.7,49,2242
"Literally, Right Before Aaron",25.0,48.0,2017,102 min,"Comedy, Drama",4.6,28,2239
Conversations with God,7.0,67.0,2006,109 min,"Adventure, Drama",6.6,35,2239
Gook,94.0,83.0,2017,94 min,Drama,7.0,69,2237
Bootmen,35.0,68.0,2000,95 min,"Comedy, Drama, Romance",6.2,45,2236
Standing Still,36.0,37.0,2005,90 min,"Comedy, Drama, Romance",5.7,38,2235
Children of the Revolution,80.0,71.0,1996,101 min,"Comedy, Drama, Romance",6.3,76,2235
The Tango Lesson,53.0,78.0,1997,100 min,"Drama, Music, Romance",6.8,65,2232
Jamie Marks Is Dead,59.0,45.0,2014,101 min,"Drama, Fantasy, Mystery",5.5,49,2231
Kill Me Later,26.0,70.0,2001,89 min,"Crime, Drama, Thriller",6.3,34,2231
Swinging Safari,75.0,51.0,2018,97 min,"Comedy, Drama",5.6,69,2229
Last Ride,93.0,65.0,2009,90 min,"Crime, Drama",6.7,68,2227
Twarz,,,2018,91 min,"Comedy, Drama",6.4,70,2223
Daughters of the Dust,93.0,65.0,1991,113 min,"Drama, History, Romance",6.6,81,2222
Sundown,9.0,48.0,2016,103 min,"Action, Adventure, Comedy",5.4,10,2220
Nature Calls,5.0,17.0,2012,79 min,Comedy,4.0,30,2218
Ballast,93.0,72.0,2008,96 min,Drama,6.9,84,2217
L'intervention,,,2019,98 min,"Action, Drama, History",6.3,44,2216
All About Nina,85.0,73.0,2018,97 min,"Comedy, Drama, Romance",6.1,70,2216
The Tribes of Palos Verdes,64.0,58.0,2017,104 min,Drama,5.9,49,2214
Supernova,89.0,69.0,2000,90 min,"Horror, Sci-Fi, Thriller",4.9,19,17119
Supernova,89.0,69.0,2020,95 min,"Drama, Romance",6.7,73,2214
Lucky Day,9.0,41.0,2019,99 min,"Action, Comedy, Crime",5.1,18,2213
Duane Hopwood,55.0,60.0,2005,84 min,"Comedy, Drama",6.6,53,2213
Steal This Movie,51.0,71.0,2000,107 min,"Biography, Drama, Romance",6.4,36,2208
Meet Monica Velour,48.0,34.0,2010,96 min,"Comedy, Drama, Romance",5.8,51,2206
The Secret Agent,,33.0,1996,95 min,"Drama, Thriller",5.7,41,2205
Night Owls,100.0,56.0,2015,90 min,"Comedy, Drama",6.2,73,2204
Proximity,,,2020,119 min,"Drama, Sci-Fi",4.7,38,2203
Cheerful Weather for the Wedding,37.0,27.0,2012,89 min,"Comedy, Drama, Romance",5.7,49,2203
Chick Fight,38.0,20.0,2020,97 min,"Action, Comedy, Drama",4.5,39,2203
The Suburbans,0.0,22.0,1999,81 min,"Comedy, Drama",4.2,24,2195
Josie,62.0,41.0,2018,100 min,"Drama, Thriller",5.1,31,2192
Gwen,72.0,77.0,2018,84 min,"Drama, History, Mystery",6.0,63,2191
Guncrazy,63.0,39.0,1992,97 min,"Crime, Drama, Romance",5.6,69,2191
Ren xiao yao,,,2002,112 min,"Comedy, Drama",6.9,61,2189
Blackbird,63.0,,2019,97 min,Drama,6.5,53,2180
A Shine of Rainbows,50.0,70.0,2009,101 min,"Drama, Family",7.1,52,2178
The Specials,47.0,55.0,2000,82 min,"Action, Comedy, Fantasy",5.8,38,2178
The Take,85.0,49.0,2007,96 min,"Action, Crime, Drama",5.8,67,2176
October Gale,21.0,20.0,2014,91 min,"Drama, Romance, Thriller",5.2,48,2175
The Wilde Wedding,27.0,16.0,2017,95 min,"Comedy, Romance",5.2,31,2174
Janie Jones,56.0,52.0,2010,114 min,"Biography, Drama, Music",6.6,52,2174
Ass Backwards,27.0,17.0,2013,85 min,"Adventure, Comedy",4.2,37,2172
55 Steps,50.0,84.0,2017,115 min,"Biography, Drama",6.9,42,2171
Family,73.0,78.0,2018,85 min,Comedy,6.3,60,2170
Cold Weather,78.0,52.0,2010,96 min,"Comedy, Drama, Mystery",6.2,64,2170
Sibyl,57.0,38.0,2019,100 min,Drama,5.8,59,2168
Day Night Day Night,67.0,56.0,2006,94 min,"Crime, Drama, Thriller",6.2,61,2168
No Stranger Than Love,7.0,17.0,2015,89 min,"Comedy, Romance",4.9,29,2166
Dust,20.0,62.0,2001,127 min,"Drama, Romance, Western",6.6,41,2166
Judy & Punch,77.0,59.0,2019,105 min,"Comedy, Crime, Drama",6.1,59,2164
Luis and His Friends from Outer Space,,,2018,86 min,"Animation, Adventure, Comedy",6.0,46,2161
A Marine Story,60.0,60.0,2010,98 min,"Crime, Drama, Romance",6.0,51,2160
And Now... Ladies and Gentlemen...,47.0,56.0,2002,133 min,"Crime, Drama, Romance",6.2,54,2158
A Shot at Glory,67.0,65.0,2000,114 min,"Drama, Sport",6.3,66,2158
Christmas on the Square,66.0,52.0,2020,98 min,"Comedy, Family, Musical",5.3,51,2156
Shi fu,,,2015,109 min,"Action, Drama",6.9,72,2154
In a Relationship,60.0,43.0,2018,92 min,"Comedy, Drama",5.5,51,2153
Match,76.0,67.0,2014,92 min,"Comedy, Drama",6.7,62,2153
Chander Pahar,10.0,79.0,2013,148 min,"Action, Adventure",6.4,29,2150
Ira & Abby,68.0,62.0,2006,104 min,"Comedy, Romance",6.5,62,2147
Private Romeo,55.0,65.0,2011,94 min,"Drama, Romance",6.1,53,2145
I Trapped the Devil,74.0,40.0,2019,82 min,"Drama, Horror, Mystery",4.8,47,2144
A Ciambra,90.0,76.0,2017,118 min,"Crime, Drama",6.9,70,2143
Lowlife,91.0,65.0,2017,96 min,"Comedy, Crime, Drama",6.3,66,2140
Down to the Bone,94.0,71.0,2004,104 min,Drama,6.7,76,2140
"Psiconautas, los niños olvidados",94.0,75.0,2015,76 min,"Animation, Drama, Sci-Fi",7.3,76,2137
The Father,98.0,92.0,2020,97 min,Drama,8.0,88,2136
See You in Valhalla,0.0,33.0,2015,82 min,"Comedy, Drama",5.4,28,2134
Lucky Break,48.0,48.0,2001,107 min,"Comedy, Crime, Romance",6.1,48,2133
The Gracefield Incident,10.0,16.0,2017,89 min,"Action, Horror, Mystery",4.2,21,2130
Callas Forever,41.0,54.0,2002,108 min,"Biography, Drama, Music",6.4,49,2130
London Town,53.0,68.0,2016,92 min,"Drama, Music",6.4,46,2127
Infamous,21.0,40.0,2006,110 min,"Biography, Crime, Drama",7.0,68,16310
Infamous,21.0,40.0,2020,100 min,"Crime, Drama, Romance",4.0,40,2126
Boundaries,49.0,55.0,2018,104 min,"Comedy, Drama",5.2,50,2126
Jack Goes Home,25.0,30.0,2016,100 min,"Drama, Horror, Mystery",5.0,38,2124
The Phenom,79.0,38.0,2016,88 min,"Drama, Sport",5.2,66,2123
Gray's Anatomy,57.0,73.0,1996,80 min,"Comedy, Drama",6.8,60,2121
The Glorias,67.0,62.0,2020,139 min,"Biography, Drama, History",5.4,58,2120
"Lovely, Still",73.0,75.0,2008,92 min,"Drama, Romance",7.1,57,2116
Pengin haiwei,100.0,74.0,2018,117 min,"Animation, Adventure, Family",7.1,82,2115
Charlie's Country,95.0,84.0,2013,108 min,"Adventure, Drama",7.2,75,2111
Price Check,64.0,30.0,2012,92 min,"Comedy, Drama",5.4,67,2111
Better Than Sex,47.0,69.0,2000,95 min,"Comedy, Drama, Romance",6.3,47,2109
Ghost Team One,36.0,67.0,2013,84 min,"Comedy, Horror",4.3,21,2108
Girl on a Bicycle,8.0,54.0,2013,101 min,"Comedy, Drama, Romance",6.3,32,2108
The Marc Pease Experience,18.0,14.0,2009,84 min,"Comedy, Drama, Music",4.0,30,2106
Telling Lies in America,61.0,45.0,1997,101 min,"Drama, Music",6.2,65,2106
Dog Park,36.0,28.0,1998,91 min,"Comedy, Romance",5.1,46,2105
"Stockholm, Pennsylvania",27.0,40.0,2015,99 min,"Drama, Thriller",6.1,47,2103
Un 32 août sur terre,,70.0,1998,88 min,"Drama, Romance",6.6,61,2102
An American Affair,,,2008,93 min,Drama,6.2,31,2101
Crown Heights,77.0,77.0,2017,94 min,"Biography, Crime, Drama",6.5,64,2098
Free Ride,14.0,22.0,2013,86 min,"Action, Drama, Thriller",5.6,41,2098
Blackwoods,,,2001,92 min,"Drama, Mystery, Thriller",2.8,30,2096
A Birder's Guide to Everything,86.0,67.0,2013,86 min,"Adventure, Comedy, Drama",6.3,61,2094
O Inquieto,,,2015,125 min,Drama,7.0,80,2093
The Song,31.0,82.0,2014,116 min,"Drama, Music, Romance",6.1,42,2091
Skateland,47.0,36.0,2010,98 min,Drama,5.7,51,2091
(Untitled),66.0,57.0,2009,96 min,"Comedy, Drama, Music",6.3,58,2090
Vor der Morgenröte,93.0,68.0,2016,106 min,"Biography, Drama, History",6.8,75,2085
Boys of Abu Ghraib,30.0,62.0,2014,102 min,"Drama, Thriller, War",5.4,34,2085
Handsome Harry,81.0,56.0,2009,94 min,Drama,6.1,59,2082
The Dry,,,2020,117 min,"Crime, Drama, Mystery",7.7,68,2081
Bill,90.0,59.0,2007,93 min,"Comedy, Drama",6.2,30,19494
Bill,90.0,59.0,2015,94 min,"Comedy, Family, History",6.5,60,2079
Creative Control,61.0,38.0,2015,97 min,"Drama, Sci-Fi",5.4,58,2078
Nina's Heavenly Delights,16.0,63.0,2006,94 min,Comedy,6.3,44,2078
Netemo sametemo,78.0,72.0,2018,119 min,"Drama, Romance",6.9,68,2075
Amanda,96.0,74.0,2018,107 min,Drama,7.0,63,2073
Authors Anonymous,7.0,15.0,2014,92 min,Comedy,4.3,16,2073
Sky,50.0,48.0,2015,100 min,"Drama, Romance",5.9,55,2072
Unrelated,89.0,61.0,2007,100 min,Drama,6.8,74,2066
Valley of Love,72.0,54.0,2015,91 min,"Drama, Fantasy",6.0,59,2061
LUV,34.0,61.0,2012,94 min,"Crime, Drama",6.0,52,2061
The Quarry,41.0,43.0,2020,98 min,"Crime, Mystery, Thriller",5.3,53,2061
Kingdom Come,28.0,72.0,2001,94 min,"Comedy, Drama, Family",5.6,48,2060
Reinas,45.0,60.0,2005,107 min,"Comedy, Romance",6.5,49,2058
The Marksman,38.0,84.0,2021,108 min,"Action, Thriller",5.9,44,2057
Black Nativity,50.0,51.0,2013,93 min,"Drama, Family, Music",4.6,48,2057
Sometimes Always Never,82.0,68.0,2018,91 min,"Comedy, Drama, Mystery",6.2,67,2056
Deep Burial,23.0,21.0,2017,81 min,"Sci-Fi, Thriller",4.1,33,2054
Black Butterflies,69.0,62.0,2011,100 min,"Biography, Drama",6.2,66,2054
Beyond the Clouds,55.0,71.0,2017,120 min,"Drama, Family",7.0,55,2051
Broken Horses,25.0,43.0,2015,101 min,"Action, Crime, Drama",5.7,32,2050
The Last of Robin Hood,27.0,23.0,2013,94 min,"Biography, Drama, Romance",5.7,46,2049
Angels Sing,29.0,52.0,2013,87 min,"Comedy, Drama, Family",5.9,39,2042
Jiminy Glick in Lalawood,22.0,32.0,2004,90 min,"Comedy, Mystery",5.5,41,2042
Rites of Spring,11.0,14.0,2011,80 min,"Horror, Thriller",4.5,33,2041
Provoked: A True Story,,,2006,113 min,"Biography, Crime, Drama",6.6,39,2039
Mistress,72.0,38.0,1992,110 min,"Comedy, Drama",5.4,63,2039
River,85.0,52.0,2015,89 min,Thriller,6.0,57,2037
Medicine for Melancholy,84.0,65.0,2008,88 min,"Drama, Romance",6.7,63,2036
As You Are,68.0,66.0,2016,110 min,"Drama, Mystery",6.6,67,2035
Free Samples,63.0,36.0,2012,80 min,"Comedy, Drama",5.6,53,2032
Embers,0.0,31.0,2015,85 min,"Drama, Mystery, Sci-Fi",5.4,55,2030
Wild Tigers I Have Known,67.0,60.0,2006,88 min,Drama,6.1,52,2030
The High Cost of Living,53.0,57.0,2010,92 min,Drama,6.8,49,2027
All We Had,40.0,47.0,2016,105 min,Drama,5.9,48,2026
Casa de los babys,58.0,50.0,2003,95 min,Drama,6.3,55,2024
Low Tide,72.0,63.0,2019,86 min,"Drama, Thriller",6.3,64,2022
Chaos,,57.0,2005,74 min,"Horror, Thriller",3.2,1,2022
Tu dors Nicole,100.0,66.0,2014,93 min,"Comedy, Drama",7.0,79,2019
The Forgiven,52.0,44.0,2017,115 min,Thriller,5.9,41,2019
Agnes Browne,41.0,71.0,1999,92 min,"Comedy, Drama, Romance",6.6,55,2019
Bad Turn Worse,80.0,51.0,2013,92 min,"Crime, Drama, Thriller",5.5,62,2017
Fast Food Fast Women,47.0,75.0,2000,95 min,"Comedy, Romance",6.4,36,2017
Bad Kids of Crestview Academy,10.0,97.0,2017,100 min,"Action, Comedy, Thriller",5.4,22,2016
The Sisterhood of Night,80.0,65.0,2014,104 min,"Drama, Mystery, Thriller",6.2,60,2015
Two Men in Town,47.0,25.0,2014,120 min,Drama,5.7,56,2014
Kelly & Cal,71.0,53.0,2014,111 min,"Comedy, Drama",6.2,64,2013
Rent-a-Pal,67.0,66.0,2020,108 min,"Horror, Thriller",6.3,61,2010
I Went Down,84.0,86.0,1997,107 min,"Action, Comedy, Crime",6.9,69,2010
Come Sunday,68.0,58.0,2018,106 min,"Biography, Drama",6.0,65,2009
Before the Rains,49.0,50.0,2007,98 min,"Drama, History, Romance",6.5,47,2008
Ernest Rides Again,14.0,43.0,1993,96 min,"Family, Comedy",5.0,28,2008
Museum Hours,95.0,61.0,2012,107 min,Drama,6.9,84,2007
Burning Blue,,,2013,96 min,"Biography, Drama, Romance",6.2,29,2007
Chelsea Walls,26.0,40.0,2001,109 min,Drama,5.2,34,2005
Walking with the Enemy,45.0,59.0,2013,124 min,"Action, Drama, History",6.4,44,2003
Mr. Jealousy,71.0,61.0,1997,103 min,"Comedy, Romance",6.4,61,2003
Menashe,96.0,64.0,2017,82 min,Drama,6.5,81,2001
If I Were You,13.0,52.0,2012,115 min,"Comedy, Drama",7.0,28,2000
Place Vendôme,85.0,59.0,1998,117 min,"Crime, Drama",6.3,74,2000
Blood Money,50.0,14.0,2017,100 min,"Crime, Drama, Thriller",4.4,42,1998
HairBrained,22.0,25.0,2013,97 min,"Comedy, Drama, Fantasy",5.4,48,1998
Un été brûlant,,,2011,95 min,Drama,5.1,62,1996
Save Me,68.0,66.0,2007,96 min,"Drama, Romance",6.7,56,1996
John Henry,0.0,22.0,2020,91 min,"Drama, Thriller",3.5,27,1994
Monsters and Men,84.0,69.0,2018,96 min,"Crime, Drama, Thriller",5.9,68,1994
Two Weeks,19.0,66.0,2006,102 min,"Comedy, Drama",6.4,44,1994
Les cowboys,83.0,69.0,2015,104 min,Drama,6.7,67,1993
The World to Come,75.0,63.0,2020,105 min,Drama,6.1,74,1992
Ma part du gâteau,50.0,34.0,2011,109 min,"Comedy, Drama",5.8,52,1991
The Gospel,32.0,75.0,2005,105 min,"Adventure, Drama, Family",4.9,46,1986
First Match,85.0,81.0,2018,102 min,"Drama, Sport",6.4,68,1984
The Victim,32.0,24.0,2011,83 min,Thriller,4.3,11,1982
Nightlight,14.0,12.0,2015,85 min,"Horror, Thriller",4.4,27,1979
Golden Exits,67.0,38.0,2017,94 min,Drama,5.8,71,1978
Everything's Gone Green,67.0,60.0,2006,95 min,"Comedy, Crime",6.1,57,1978
Virginia,11.0,24.0,2010,111 min,Drama,5.4,33,1976
A Million Little Pieces,27.0,50.0,2018,113 min,Drama,6.2,45,1975
Jane Wants a Boyfriend,38.0,64.0,2015,101 min,"Comedy, Drama, Romance",6.8,51,1971
Centigrade,40.0,25.0,2020,89 min,"Drama, Thriller",4.3,46,1970
Company Man,14.0,44.0,2000,95 min,Comedy,5.4,18,1967
The Object of Beauty,77.0,38.0,1991,103 min,"Comedy, Crime, Drama",5.6,58,1966
Bare,56.0,38.0,2015,90 min,"Drama, Romance",5.2,52,1965
The Girl from the Naked Eye,40.0,21.0,2012,84 min,"Action, Crime, Mystery",4.8,40,1965
The Mostly Unfabulous Social Life of Ethan Green,30.0,58.0,2005,88 min,"Comedy, Romance",6.2,38,1965
In My Sleep,,,2010,104 min,"Drama, Mystery, Thriller",5.5,33,1961
The We and the I,70.0,48.0,2012,103 min,Drama,6.1,65,1960
Last Ounce of Courage,0.0,69.0,2012,101 min,"Drama, War",3.7,11,1958
Jack of the Red Hearts,54.0,62.0,2015,102 min,"Drama, Family",7.1,55,1956
Cthulhu,,,2007,100 min,"Drama, Horror, Thriller",4.6,41,1956
"Die, Mommie, Die!",64.0,73.0,2003,90 min,Comedy,6.5,54,1955
Bhopal: A Prayer for Rain,,,2014,96 min,Drama,7.2,50,1953
City of Tiny Lights,59.0,38.0,2016,110 min,"Crime, Drama, Thriller",5.5,55,1949
For Ellen,67.0,37.0,2012,94 min,Drama,6.0,61,1946
Sgt. Stubby: An American Hero,89.0,92.0,2018,84 min,"Animation, Adventure, Family",6.9,58,1945
"Kiss Me, Guido",40.0,40.0,1997,86 min,Comedy,6.0,46,1945
In Search of Fellini,,,2017,93 min,"Adventure, Biography, Drama",6.2,55,1944
A Perfect Man,,,2013,95 min,"Drama, Romance",5.2,31,1944
The Roost,50.0,38.0,2005,80 min,"Horror, Thriller",4.9,62,1943
The New Romantic,61.0,40.0,2018,82 min,"Comedy, Drama, Romance",5.7,55,1941
The Ranger,76.0,35.0,2018,77 min,Horror,5.1,54,1938
Bartleby,35.0,68.0,2001,83 min,"Comedy, Drama, Mystery",6.4,48,1937
Hotel,41.0,31.0,2001,93 min,Comedy,4.1,47,1936
The Christmas Candle,21.0,74.0,2013,100 min,"Drama, Family",6.2,33,1933
The Wolf Hour,50.0,44.0,2019,99 min,"Drama, Mystery, Thriller",4.9,42,1932
Les filles du soleil,,,2018,115 min,"Drama, War",6.6,51,1929
Badland,50.0,46.0,2019,117 min,Western,5.5,46,1929
Dandelion,62.0,75.0,2004,94 min,"Drama, Romance",6.8,62,1927
La caméra de Claire,88.0,59.0,2017,69 min,Drama,6.5,80,1925
The Dead Center,94.0,47.0,2018,92 min,"Horror, Mystery, Thriller",5.7,63,1922
The Escape,76.0,49.0,2017,101 min,Drama,5.9,75,1916
Buzzard,87.0,60.0,2014,97 min,"Comedy, Drama, Horror",6.4,77,1916
Tang ren jie tan an 2,,,2018,121 min,"Action, Comedy, Mystery",6.1,48,1915
Honeydripper,69.0,57.0,2007,124 min,"Crime, Drama, History",6.6,68,1914
Um Filme Falado,76.0,51.0,2003,96 min,"Comedy, Drama, History",6.6,75,1912
Another Day of Life,89.0,90.0,2018,85 min,"Animation, Biography",7.3,78,1910
Low Down,49.0,49.0,2014,114 min,"Biography, Drama, Music",6.1,58,1908
Prey for Rock & Roll,56.0,63.0,2003,104 min,"Drama, Music",6.2,48,1908
Edie,62.0,74.0,2017,102 min,"Adventure, Drama",6.6,41,1907
Return to Nuke 'Em High Volume 1,57.0,55.0,2013,85 min,"Action, Comedy, Drama",5.5,40,1907
50 to 1,29.0,70.0,2014,110 min,Drama,6.5,37,1905
State Property,0.0,74.0,2002,88 min,"Drama, Crime, Action",4.5,9,1903
Permanent,44.0,68.0,2017,93 min,Comedy,5.6,41,1902
Clifton Hill,73.0,,2019,100 min,"Drama, Mystery, Thriller",5.5,61,1902
Shithouse,97.0,80.0,2020,100 min,"Comedy, Drama, Romance",7.0,74,1901
The Unspoken,9.0,34.0,2015,91 min,"Horror, Thriller",4.9,28,1900
The Master Cleanse,83.0,37.0,2016,81 min,"Comedy, Drama, Fantasy",5.2,58,1900
Les gardiennes,93.0,54.0,2017,138 min,"Drama, War",6.7,81,1898
Dracula: Pages from a Virgin's Diary,87.0,73.0,2002,73 min,"Drama, Horror, Musical",6.8,84,1897
Heneral Luna,75.0,88.0,2015,118 min,"Action, Biography, History",7.5,58,1896
Flirt,80.0,72.0,1995,85 min,"Drama, Romance",6.3,46,1896
Innocence,19.0,33.0,2000,94 min,Drama,7.3,73,1891
Innocence,19.0,33.0,2013,96 min,"Fantasy, Horror, Mystery",4.6,26,1180
Red Christmas,48.0,19.0,2016,82 min,"Horror, Thriller",4.3,52,1890
La face cachée de la lune,81.0,87.0,2003,105 min,Drama,7.3,76,1889
Vincent N Roxxy,44.0,65.0,2016,102 min,"Crime, Drama, Thriller",5.6,43,1886
Love and Other Catastrophes,47.0,71.0,1996,76 min,"Comedy, Romance",6.3,58,1886
Walter,54.0,49.0,2015,94 min,"Comedy, Drama",5.4,36,1884
Mad About Mambo,57.0,52.0,2000,92 min,"Comedy, Drama, Romance",6.0,41,1884
London Road,77.0,43.0,2015,91 min,"Musical, Mystery, Thriller",5.3,71,1883
Old Fashioned,18.0,84.0,2014,115 min,"Drama, Romance",5.2,29,1880
Dirty Weekend,30.0,22.0,2015,93 min,"Comedy, Drama",5.0,39,1879
Butterfly Kiss,77.0,60.0,1995,88 min,"Comedy, Drama, Romance",6.4,61,1878
Body,89.0,60.0,2015,75 min,"Crime, Drama, Thriller",5.3,49,1877
The Watermelon Woman,100.0,52.0,1996,90 min,"Comedy, Drama, Romance",7.1,74,1877
Horem pádem,83.0,74.0,2004,108 min,"Comedy, Drama",6.9,78,1874
Unfreedom,,93.0,2014,102 min,"Crime, Drama, Romance",5.1,24,1871
Adventures of Power,32.0,49.0,2008,89 min,"Comedy, Music",5.9,39,1871
1985,96.0,81.0,2018,85 min,Drama,7.1,71,1868
The Family Tree,97.0,76.0,2011,87 min,"Comedy, Drama",5.5,24,1867
The Party's Just Beginning,78.0,73.0,2018,91 min,"Comedy, Drama",6.2,68,1866
Clubland,51.0,50.0,2007,105 min,"Comedy, Drama",6.4,50,1866
Officer Downe,33.0,30.0,2016,88 min,"Action, Comedy, Sci-Fi",4.2,26,1860
Lamb,89.0,80.0,2015,97 min,Drama,6.3,62,1859
The Chameleon,25.0,21.0,2010,106 min,"Biography, Crime, Drama",5.6,41,1858
Harold,31.0,41.0,2008,90 min,Comedy,5.5,10,1858
Traveller,79.0,53.0,1997,101 min,"Crime, Drama, Romance",6.1,57,1858
Lemon,55.0,32.0,2017,83 min,"Comedy, Drama",4.6,59,1857
"Otto; or, Up with Dead People",50.0,45.0,2008,94 min,"Comedy, Drama, Fantasy",5.2,34,1857
Last and First Men,100.0,,2020,70 min,"Fantasy, Mystery, Sci-Fi",6.7,83,1856
Tiger Eyes,63.0,53.0,2012,92 min,Drama,6.3,56,1854
The Main Event,26.0,25.0,2020,101 min,"Action, Comedy, Family",4.7,52,1854
Tank 432,,,2015,88 min,"Action, Horror, Mystery",3.2,43,1853
An Ordinary Man,41.0,33.0,2017,90 min,"Drama, Thriller, War",5.5,52,1850
Take Me to the River,73.0,42.0,2015,84 min,Drama,6.2,65,1849
Maya: Eerste vlucht,47.0,46.0,2014,89 min,"Animation, Adventure, Comedy",5.9,49,1846
The Hot Flashes,36.0,34.0,2013,99 min,"Comedy, Sport",5.1,36,1845
The King Is Alive,60.0,58.0,2000,110 min,Drama,6.3,52,1842
"Rio, Eu Te Amo",8.0,14.0,2014,110 min,"Comedy, Drama, Fantasy",5.2,26,1837
En soap,55.0,69.0,2006,104 min,"Comedy, Drama",6.5,55,1837
Crooked Arrows,41.0,62.0,2012,105 min,"Drama, Sport",5.9,42,1835
Angels Crest,22.0,38.0,2011,92 min,Drama,5.8,38,1834
Ghost Team,11.0,32.0,2016,83 min,"Comedy, Thriller",4.7,22,1832
The Offering,,28.0,2016,95 min,"Drama, Horror, Mystery",3.8,14,1832
Fatima,57.0,96.0,2020,113 min,"Drama, War",6.6,51,1830
Sympathy for Delicious,33.0,39.0,2010,96 min,Drama,5.7,44,1829
Jeremiah Terminator LeRoy,55.0,39.0,2018,108 min,"Biography, Drama",5.4,55,1827
Public Schooled,75.0,63.0,2017,86 min,Comedy,5.9,65,1825
Safelight,0.0,35.0,2015,84 min,Drama,5.9,26,1824
Freedom,0.0,51.0,2014,94 min,"Drama, Music",6.5,30,1823
Zeroville,23.0,38.0,2019,96 min,"Comedy, Drama, Mystery",4.6,28,1823
White Lie,92.0,80.0,2019,96 min,Drama,7.0,81,1822
The Parts You Lose,67.0,58.0,2019,93 min,"Crime, Drama, Thriller",5.6,47,1822
Mutual Appreciation,86.0,72.0,2005,109 min,Comedy,6.7,84,1822
Lumumba,82.0,83.0,2000,115 min,"Biography, Drama, History",7.2,78,1822
Don't Tell a Soul,71.0,56.0,2020,83 min,"Drama, Thriller",5.8,45,1821
The Resurrection of Gavin Stone,,,2016,91 min,"Comedy, Drama, Family",6.2,36,1821
The World Made Straight,62.0,46.0,2015,119 min,Drama,5.5,48,1818
Stateside,24.0,60.0,2004,97 min,"Drama, Music, Romance",5.9,35,1817
Half of a Yellow Sun,51.0,36.0,2013,111 min,"Drama, Romance",6.1,51,1816
"Norte, hangganan ng kasaysayan",93.0,79.0,2013,250 min,"Crime, Drama",7.6,81,1815
Zombi Child,86.0,61.0,2019,103 min,"Drama, Fantasy, Horror",6.0,75,1807
The Exploding Girl,76.0,54.0,2009,79 min,Drama,6.3,69,1805
Donnybrook,39.0,34.0,2018,101 min,"Drama, Thriller",5.3,53,1804
Porto,52.0,39.0,2016,76 min,"Drama, Romance",6.1,48,1804
Last Resort,94.0,86.0,2000,73 min,"Drama, Romance",7.2,80,1804
Go Get Some Rosemary,,67.0,2009,100 min,"Comedy, Drama",6.9,74,1802
What Goes Up,16.0,31.0,2009,115 min,"Comedy, Drama",5.4,22,1802
Waydowntown,70.0,79.0,2000,87 min,Comedy,6.7,63,1802
Desert Dancer,,,2014,104 min,"Biography, Drama, Music",6.2,49,1799
Some Freaks,92.0,71.0,2016,97 min,"Comedy, Drama, Romance",6.2,67,1797
Graffiti Bridge,19.0,40.0,1990,90 min,"Drama, Music",4.5,34,1796
Hits,35.0,50.0,2014,96 min,"Comedy, Drama",5.8,45,1795
I'm in Love with a Church Girl,10.0,63.0,2013,118 min,"Crime, Drama, Romance",4.4,23,1794
Everybody Wants to Be Italian,9.0,33.0,2007,105 min,"Comedy, Romance",5.8,26,1794
Bringing Up Bobby,,,2011,93 min,Comedy,5.2,34,1793
Kisses,85.0,79.0,2008,72 min,Drama,7.3,68,1792
I Do... Until I Don't,28.0,37.0,2017,106 min,Comedy,4.2,43,1791
What We Do Is Secret,45.0,53.0,2007,92 min,"Biography, Drama, Music",6.4,54,1791
Straight Up,93.0,70.0,2019,95 min,"Comedy, Romance",6.8,66,1790
Hannah Takes the Stairs,59.0,45.0,2007,83 min,"Comedy, Drama, Romance",5.6,63,1790
The Deal,21.0,17.0,2005,107 min,"Crime, Drama, Thriller",5.0,46,1790
Aftermath,,,2017,94 min,"Drama, Thriller",5.7,44,22315
Aftermath,,,2014,92 min,"Horror, Sci-Fi, Thriller",4.7,40,1788
The Curse of Downers Grove,15.0,9.0,2015,89 min,"Drama, Horror, Mystery",4.5,31,1787
Big Sur,44.0,37.0,2013,81 min,"Drama, Romance",5.8,49,1787
Weekender,9.0,29.0,2011,90 min,"Drama, Music",5.6,35,1783
